Course ID,Cource Chinese Name,Course English Name,Teacher Chinese Name,Teacher English Name,Max Student Number,GPA,Standard Deviation
11110KSPE430300 資源教室方案與經營,Resource,Room Plan 	,"孟瑛如 MENG, YING-RU",37,78.68,8.58
11110KSPE430601 特殊教育教學實習一,Special,Education Practicum (I) 	,"孟瑛如 MENG, YING-RU",16,87.63,4.62
11110KSPE430602 特殊教育教學實習一,Special,Education Practicum (I) 	,"陳國龍 CHEN, KUO-LONG",11,4.00,0.18
11110KSPE441200 教學媒體與運用,Instructional,Media and Application 	,"詹鳳君 CHAN,FENG-CHUN",29,89.62,2.77
11110KSPE441300 輔導原理與實務,Principle,and Practice of Guidance 	,"鍾宛玲 CHUNG, WAN-LING",38,86.95,2.13
11110KSPE510200 特殊教育理論基礎與實務研究,Research,on Theories and Practice of Special Education 	,"許馨仁 HSU, HSIN-JEN",12,87.75,4.21
11110KSPE520100 班級經營與規劃設計研究,Research,on Classroom Management and Program Planning 	,"孫淑柔 SUN, SHU-JOU",23,86.35,2.73
11110KSPE521000 學習障礙專題研究,Special,Topics on Children with Learning Disabilities 	,"孔淑萱 KUNG, SHU-HSUAN",9,4.07,0.19
11110KSPE620500 精神醫學研究,Research,on Psychiatry 	,"孟瑛如 MENG, YING-RU",20,86.55,3.35
11110KSS 100101,運動管理,Fundamental of Sport Management 	,"黃煜 HUANG, YU",22,76.64,9.68
11110KSS 100102,運動管理,Fundamental of Sport Management 	,"黃煜 HUANG, YU, 曾驛婷 TSENG, YI-TING",36,74.14,10.41
11110KSS 102000,運動專長訓練,Training of Sport Exercise 	,"指導教授 ",101,3.98,0.64
11110KSS 110000,休閒活動理論與實務,Theory and Practicum of Recreational Activity 	,"許建民 HSU, CHIEN-MING",38,74.18,17.99
11110KSS 110100,人體解剖生理學,Human Anatomy Physiology 	,"徐志翔 HSU, CHIH-HSIANG",52,83.58,14.85
11110KSS 110201,羽球一,Badminton (I) 	,"朱真儀 CHU, CHEN-YI",27,81.52,12.45
11110KSS 110202,羽球一,Badminton (I) 	,"朱真儀 CHU, CHEN-YI",16,81.44,18.40
11110KSS 110301,田徑一,Track and Field (I) 	,"陳穎祈 CHEN, YIMG-CHI",16,76.06,10.10
11110KSS 110302,田徑一,Track and Field (I) 	,"陳穎祈 CHEN, YIMG-CHI",13,74.62,23.64
11110KSS 110401,手球一,Handball (I) 	,"許建民 HSU, CHIEN-MING",40,85.95,5.77
11110KSS 110501,游泳一,Swimming (I) 	,"李炫諺 LEE,HSUAN-YEN",21,88.05,6.08
11110KSS 110502,游泳一,Swimming (I) 	,"李炫諺 LEE,HSUAN-YEN",14,89.00,5.77
11110KSS 110602,籃球一,Basketball (I) 	,"盧淑雲 LU, SHU-YUN",20,3.87,0.32
11110KSS 110700,足球一,Soccer (I) 	,"張生平 CHANG,SHENG-PING",42,3.96,0.34
11110KSS 200801,體操一,Gymnastics (I) 	,"張惟翔 CHANG, WEI-HSIANG",18,82.56,4.69
11110KSS 200802,體操一,Gymnastics (I) 	,"張惟翔 CHANG, WEI-HSIANG",10,86.00,4.40
11110KSS 200900,舞蹈一,Dance (I) 	,"鄭麗媛 CHENG, LI-YUAN",16,82.06,14.10
11110KSS 201001,高爾夫球一,Golf (I) 	,"謝錦城 HSIEH, CHIN-CHENG",16,4.17,0.15
11110KSS 201002,高爾夫球一,Golf (I) 	,"謝錦城 HSIEH, CHIN-CHENG",13,4.14,0.22
11110KSS 210101,運動生物力學,Sports Biomechanics 	,"梁龍鏡 LIANG, LUNG-CHING",42,68.21,21.40
11110KSS 210102,運動生物力學,Sports Biomechanics 	,"黎俊彥 LI, CHUN-YEN",13,62.23,26.91
11110KSS 230200,運動場館經營與管理,Sport Facilities Management 	,"黃煜 HUANG, YU",15,68.33,20.85
11110KSS 280000,動作技能學習,Motor Learning 	,"曾鈺婷 TSENG, YU-TING",33,71.94,22.10
11110KSS 281301,網球一,Tennis (I) 	,"梁龍鏡 LIANG, LUNG-CHING",11,87.18,7.02
11110KSS 281302,網球一,Tennis (I) 	,"梁龍鏡 LIANG, LUNG-CHING",10,86.60,5.48
11110KSS 281501,重量訓練一,Weight Training (I) 	,"王嬿婷 WANG, YEN-TING",31,74.13,9.58
11110KSS 281600,運動生物化學,Sports Biochemistry 	,"呂平江 LYU, PING-CHIANG, 彭明德 PERNG, MING-DER",12,85.25,6.75
11110KSS 300500,武術一,Wu-Shu (I) 	,"張惟翔 CHANG, WEI-HSIANG",7,72.71,29.96
11110KSS 300801,桌球一,Table Tennis (I) 	,"梁龍鏡 LIANG, LUNG-CHING",8,76.75,29.72
11110KSS 300802,桌球一,Table Tennis (I) 	,"梁龍鏡 LIANG, LUNG-CHING",20,74.05,18.71
11110KSS 301000,棒球一,Baseball (I) 	,"劉強 LIU,CHIANG",41,70.12,20.74
11110KSS 301100,壘球一,Softball (I) 	,"劉強 LIU,CHIANG",17,79.82,20.19
11110KSS 301500,排球一,Volleyball (I) 	,"林家輝 LIN,CHIA-HUI",37,3.58,0.79
11110KSS 301600,有氧舞蹈一,Aerobics dancing(I) 	,"曾鈺婷 TSENG, YU-TING",28,79.21,7.64
11110KSS 302000,舞蹈理論與實務,Theory and Practicum of Dance 	,"黃靖琄 HUANG,CHING-CHUAN",10,87.00,2.00
11110KSS 302200,運動營養學,Sports and Exercise Nutrition 	,"張惟翔 CHANG, WEI-HSIANG",25,76.32,16.76
11110KSS 302300,運動政策與法規,Sport policy and legislation 	,"張俊一 CHANG, CHUN-YI",18,80.00,26.88
11110KSS 320000,運動專長訓練,Training of Sport Exercise 	,"指導教授 ",4,3.73,1.00
11110KSS 355501,運動教育學,Sport Pedagogy 	,"劉先翔 LIU, HSIEN-HSIANG",24,81.58,5.53
11110KSS 355502,運動教育學,Sport Pedagogy 	,"劉先翔 LIU, HSIEN-HSIANG",15,85.60,3.74
11110KSS 355600,運動專題一,Selected Topics in Sports and Exercise I 	,"指導教授 ",5,4.30,0.00
11110KSS 356000,運動專題一,Selected Topics in Sports and Exercise I 	,"指導教授 ",44,4.05,0.64
11110KSS 380400,田徑理論與實務,Theory and Practicum of Track and Field 	,"陳國華 TAN KOK HWA, 周宜辰 CHOU, YI-CHEN",29,4.19,0.17
11110KSS 400100,健身心理學,Exercise Psychology 	,"高三福 KAO, SAN-FU",16,79.75,11.69
11110KSS 400300,運動器材科技,Sport Equipment Technology 	,"邱文信 CHIU, WEN-HSIN",8,86.38,4.64
11110KSS 401100,運動處方,Exercise prescription 	,"朱真儀 CHU, CHEN-YI",14,83.14,14.09
11110KSS 401200,體育教學研究,Studies in the Instruction of Physical Education 	,"許建民 HSU, CHIEN-MING",13,84.92,5.14
11110KSS 401500,樂齡運動與健康促進,Exercise and Health promotion for Older Adults 	,"鄭麗媛 CHENG, LI-YUAN, 何信弘 HO, HSIN-HUNG",22,90.09,2.33
11110KSS 401600,運動研究發展趨勢,Trends and Development in Sports Studies 	,"姚在府 YAO, ZAI-FU",14,81.64,22.18
11110KSS 500300,休閒社會學專題研究,Seminar on sociology of leisure 	,"張俊一 CHANG, CHUN-YI",3,89.67,1.70
11110KSS 500400,高等體育統計學,Advanced Statistics in Physical Education 	,"謝錦城 HSIEH, CHIN-CHENG",17,4.10,0.29
11110KSS 500500,運動生物力學研究,Study in Sports Biomechanics 	,"邱文信 CHIU, WEN-HSIN",8,89.38,1.93
11110KSS 500700,運動處方專題研究,Study in Exercise Prescription 	,"林貴福 LIN, KUEI-FU",9,87.56,3.74
11110KSS 505000,書報討論,Seminar 	,"林貴福 LIN, KUEI-FU",13,89.62,4.53
11110KSS 511300,運動心理學研究,Study in Sports Psychology 	,"高三福 KAO, SAN-FU",11,83.73,3.19
11110KSS 600100,健康行為專題研究,Seminars on Health Management 	,"鄭麗媛 CHENG, LI-YUAN",10,91.30,1.55
11110KSS 600200,休閒運動專題研究,Seminar on Recreational Sport 	,"許建民 HSU, CHIEN-MING",4,89.25,2.59
11110KSS 600300,運動傷害專題研究,Study in Athletic Injuries 	,"黎俊彥 LI, CHUN-YEN",13,4.02,0.08
11110KSS 600600,運動社會科學研究調查與分析,Survey and Dada Analysis for Social Sciences in Sport and Exercise 	,"高三福 KAO, SAN-FU, 許建民 HSU, CHIEN-MING",3,89.33,4.50
11110KSS 600700,綠色運動觀光,Sustainable Sport Tourism 	,"黃煜 HUANG, YU, 倪進誠 NI, CHIN-CHENG",6,81.00,8.56
11110KSSN510200 運動科學研究,Study,in Exercise Science 	,"林貴福 LIN, KUEI-FU",10,78.50,4.63
11110KSSN510500 應用運動心理學研究,Study,in Applied Sport Psychology 	,"高三福 KAO, SAN-FU",14,85.57,2.13
11110KSSN510800 休閒社會學專題研究,Seminar,on sociology of leisure 	,"張俊一 CHANG, CHUN-YI",4,89.00,1.00
11110KSSN510900 高等體育統計學,Advanced,Statistics in Physical Education 	,"謝錦城 HSIEH, CHIN-CHENG",10,4.21,0.19
11110KSSN511000 運動科技專題討論,Special,Topics on Sports Technology Research 	,"邱文信 CHIU, WEN-HSIN, 劉先翔 LIU, HSIEN-HSIANG",19,87.79,2.95
11110KSSN513500 運動賽會專題研究,Seminar,on Sport Event 	,"黃煜 HUANG, YU",7,88.29,2.25
11110KSSN523900 球類教學專題研究,Seminar:Teaching,in Balls 	,"謝錦城 HSIEH, CHIN-CHENG",15,4.14,0.15
11110KSSN610000 運動生物力學專題研究,Seminar,on Sports Biomechanics 	,"邱文信 CHIU, WEN-HSIN",10,87.00,2.68
11110KSSN632100 運動保健專題研究,Study,in Athletic Training 	,"黎俊彥 LI, CHUN-YEN",13,4.07,0.13
11110KTLT112300 閩南語拼音與正音,Southern,Min Pronunciation and Spelling 	,"顏秀珊 YEN, HSIU-SHAN",11,86.91,5.00
11110KTLT122300 客家語正音與拼音,Hakka,Pronunciation and Spelling 	,"葉瑞娟 YEH, JUI-CHUAN",12,85.42,12.93
11110KTLT131100 客家文化概論,Seminar,on Hakka Culture 	,"謝職全 HSIEH, CHIH-CHUAN",8,80.75,10.03
11110KTLT132300 泰雅族族語三,Basic,Atayal language course (III) 	,"錢玉章 CHENG JU CHANG",3,85.00,3.74
11110KTLT133000 排灣族族語翻譯,Paiwan,Language Translation 	,"陳春媚 CHEN, CHUN-MEI",2,4.00,0.00
11110KTLT150100 族語評量與測驗,Indigenous,Language Assessment 	,"里苾荷‧瓦力 LIBIX. WALIS",2,87.00,1.00
11110KTLT150200 族語教材教法,Indigenous,Language Teaching Materials and Pedagogy 	,"蘇美娟 SU, MEI-CHUAN",2,85.00,3.00
11110KTLT500200 語言學通論,General,Survey of Languages 	,"劉秀雪 LIU, HSIU-HSUEH, 呂菁菁 LU, CHING-CHING, 葉瑞娟 YEH, JUI-CHUAN",18,83.11,6.06
11110KTLT501000 語言教學綜論,Fundamental,Issues on Language Teaching 	,"陳鳳如 CHEN, FENG-RU, 葉美利 YEH, MEI-LI",14,87.93,2.68
11110KTLT600100 論文寫作Ａ,Thesis,Writing A 	,"呂菁菁 LU, CHING-CHING, 葉瑞娟 YEH, JUI-CHUAN, 陳亭君 CHEN, TINGCHUN",8,82.75,5.52
11110KTLT600200 論文寫作Ｂ,Thesis,WritingＢ 	,"陳鳳如 CHEN, FENG-RU, 鄭縈 CHENG, YING",2,89.50,0.50
11110KTLT710500 語法與詞彙語意介面專題,Seminar,on the Syntax-Lexical Semantics Interface 	,"葉瑞娟 YEH, JUI-CHUAN",7,86.43,2.26
11110KTLT712300 臺灣閩南語方言差比較研究,Comparative,Studies of Taiwan Southern Min Dialects 	,"劉秀雪 LIU, HSIU-HSUEH",6,87.83,2.41
11110KTLT720800 語料庫語言學專題,Seminar,on Corpus Linguistics 	,"鄭縈 CHENG, YING",11,83.73,10.97
11110KTLT721200 臺灣南島語句法研究,Formosan,Syntax 	,"陳亭君 CHEN, TINGCHUN",2,85.50,1.50
11110KTLT722300 生成句法導論,Introduction,to Generative Syntax 	,"陳亭君 CHEN, TINGCHUN",4,87.00,4.74
11110KTLT722500 計算語言學,Computational,Linguistics 	,"呂菁菁 LU, CHING-CHING, 林書宇 LIN, SHU-YU",5,92.40,0.80
11110KTLT722600 大腦中的語言處理,Language,Processing in the Brain 	,"呂菁菁 LU, CHING-CHING",7,90.29,1.48
11110KTLT730900 原住民族語教學,Teaching,Indigenous Languages 	,"葉美利 YEH, MEI-LI",9,85.22,7.83
11110KTLT731200 雙語教學研究,Studies,on Bilingual Literacy Instruction 	,"劉秀雪 LIU, HSIU-HSUEH, 陳明蕾 CHEN, MING-LEI",4,85.00,3.54
11110KTLT740600 語文領域教材教法研究,Seminar,on Language Teaching Materials and Methods 	,"陳鳳如 CHEN, FENG-RU",9,84.22,5.75
11110KWEN520100 量的研究法,Quantitative,Research Methods 	,"成虹飛 CHERNG, HORN-FAY, 詹志禹 CHAN, CHIH-YU",14,85.21,6.96
11110KWEN520200 全球化世界中的自然與經濟,Nature,and Economy in the Globalized World 	,"成虹飛 CHERNG, HORN-FAY, 尼爾．伯蘭 NEIL BOLAND, 宋文里 SUNG, WEN-LI",14,3.92,0.35
11110LANG101001 中高級英文一,Upper-Intermediate,English I 	,"蔣光煌 CHIANG,KUANG-HUANG",30,72.77,17.66
11110LANG101002 中高級英文一,Upper-Intermediate,English I 	,"陳明君 CHEN, MING-CHUN",33,77.73,7.99
11110LANG101006 中高級英文一,Upper-Intermediate,English I 	,"陳明君 CHEN, MING-CHUN",32,79.44,10.69
11110LANG101007 中高級英文一,Upper-Intermediate,English I 	,"鄺粵敏 KWONG, YUET MAN",30,84.33,4.68
11110LANG101008 中高級英文一,Upper-Intermediate,English I 	,"徐桂平 HSU, KUEI-PING",33,76.73,10.33
11110LANG101012 中高級英文一,Upper-Intermediate,English I 	,"徐桂平 HSU, KUEI-PING",32,78.94,10.15
11110LANG101013 中高級英文一,Upper-Intermediate,English I 	,"蔣光煌 CHIANG,KUANG-HUANG",34,81.74,4.80
11110LANG101014 中高級英文一,Upper-Intermediate,English I 	,"陳明君 CHEN, MING-CHUN",30,77.77,12.85
11110LANG101015 中高級英文一,Upper-Intermediate,English I 	,"鄺粵敏 KWONG, YUET MAN",31,82.00,15.44
11110LANG101016 中高級英文一,Upper-Intermediate,English I 	,"張雅淳 CHANG, YA-TSUN",31,71.55,13.64
11110LANG101017 中高級英文一,Upper-Intermediate,English I 	,"賴郁婷 LAI, YU-TING",30,70.87,14.07
11110LANG101018 中高級英文一,Upper-Intermediate,English I 	,"鄺粵敏 KWONG, YUET MAN",30,80.73,8.85
11110LANG101019 中高級英文一,Upper-Intermediate,English I 	,"徐桂平 HSU, KUEI-PING",30,75.83,15.27
11110LANG101020 中高級英文一,Upper-Intermediate,English I 	,"王國樹 WANG, KUO-SHU",30,83.00,6.58
11110LANG101021 中高級英文一,Upper-Intermediate,English I 	,"陳明君 CHEN, MING-CHUN",27,72.78,21.79
11110LANG101101 中級英文一,Intermediate,English I 	,"王遠洋 WANG, YUAN-YANG",31,83.74,6.69
11110LANG101102 中級英文一,Intermediate,English I 	,"湯智群 TANG, CHIH CHUN",33,76.45,6.17
11110LANG101103 中級英文一,Intermediate,English I 	,"楊幸瑜 HSING-YU YANG",31,86.65,5.49
11110LANG101104 中級英文一,Intermediate,English I 	,"金祖詠 KING, TZUU-YEONG",32,79.34,4.99
11110LANG101105 中級英文一,Intermediate,English I 	,"蔡佩蓉 KATHERINE TSAI",31,79.19,9.35
11110LANG101201 初級英文一,Elementary,English I 	,"林鈺凣 LIN, YU-FAN",33,3.73,0.49
11110LANG101202 初級英文一,Elementary,English I 	,"王遠洋 WANG, YUAN-YANG",34,68.65,20.21
11110LANG101203 初級英文一,Elementary,English I 	,"林雅瓊 LIM, NGA-KHING",35,76.49,14.14
11110LANG103001 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"黃滿庭 HUANG, MAN-TING",33,80.36,5.03
11110LANG103002 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林嘉瑜 LIN, CHIA-YU",35,76.60,7.56
11110LANG103003 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"劉文貞 LIU, WEN-CHEN",33,81.91,7.87
11110LANG103004 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林玉書 LIN, YU-SHU",33,82.18,9.22
11110LANG103005 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"陳惠芬 CHEN, HUI-FEN",30,79.23,5.89
11110LANG103006 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"戴孜伃 TAI, TZU-YU",30,82.70,4.28
11110LANG103008 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"楊幸瑜 HSING-YU YANG",31,86.58,3.53
11110LANG103010 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"黃滿庭 HUANG, MAN-TING",30,81.13,4.07
11110LANG103011 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林嘉瑜 LIN, CHIA-YU",30,77.00,5.91
11110LANG103012 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林玉書 LIN, YU-SHU",27,82.11,6.49
11110LANG103013 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"陳惠芬 CHEN, HUI-FEN",21,81.57,3.33
11110LANG103015 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"楊幸瑜 HSING-YU YANG",20,87.25,2.86
11110LANG103018 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"馬紹芸 MA, SHAO-YUN",21,76.81,7.73
11110LANG103019 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"劉文貞 LIU, WEN-CHEN",31,80.97,9.22
11110LANG103020 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"黃滿庭 HUANG, MAN-TING",31,81.32,3.38
11110LANG103021 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"賴盈旭 LAI, YING-HSU",27,74.41,7.13
11110LANG103022 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"馬紹芸 MA, SHAO-YUN",11,79.45,5.47
11110LANG103023 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"彭明玉 PENG, MING-YU",33,80.48,4.47
11110LANG103030 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林玲真 LIN, LING-JEN",28,79.68,8.28
11110LANG103032 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"劉文貞 LIU, WEN-CHEN",29,81.21,9.94
11110LANG103033 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"金祖詠 KING, TZUU-YEONG",24,81.04,4.38
11110LANG103034 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"黃嘉瑜 HUANG, CHIA-YU",25,76.32,9.43
11110LANG103035 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"賴郁婷 LAI, YU-TING",29,75.72,15.48
11110LANG103037 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林玲真 LIN, LING-JEN",32,75.25,14.83
11110LANG103038 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"詹智婷 CHAN, CHIH-TING",34,77.68,12.32
11110LANG103039 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"彭明玉 PENG, MING-YU",33,74.85,8.77
11110LANG103051 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"李偉哲 LEE, WEI-CHE",25,81.88,6.25
11110LANG103053 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"詹智婷 CHAN, CHIH-TING",29,79.52,4.93
11110LANG103054 中高級英文三-聽講,Upper-Intermediate,English III：Listening and Speaking 	,"彭明玉 PENG, MING-YU",29,76.69,6.26
11110LANG103061 中高級英文三-閱讀,Upper-Intermediate,English III：Reading 	,"林嘉瑜 LIN, CHIA-YU",30,76.07,9.13
11110LANG200002 中高級選讀英文-演說與簡報,Public,Speaking and Presentation 	,"黃嘉瑜 HUANG, CHIA-YU",22,80.91,6.23
11110LANG200003 中高級選讀英文-新聞英文選讀,Journalistic,English 	,"劉文貞 LIU, WEN-CHEN",29,79.17,17.21
11110LANG200004 中高級選讀英文-詞彙與閱讀,Vocabulary,and Reading 	,"林靜枝 LIN, CHING-CHIH",31,81.74,10.32
11110LANG200005 中高級選讀英文-英文段落寫作,English,Paragraph Writing 	,"徐桂平 HSU, KUEI-PING",13,73.00,15.25
11110LANG200006 中高級選讀英文-詞彙與閱讀,Vocabulary,and Reading 	,"林靜枝 LIN, CHING-CHIH",33,84.55,6.63
11110LANG200007 中高級選讀英文-演說與簡報,Public,Speaking and Presentation 	,"黃嘉瑜 HUANG, CHIA-YU",22,79.50,9.06
11110LANG200022 中高級選讀英文-影視英語聽講,Listening,& Oral Training through Films 	,"賴盈旭 LAI, YING-HSU",30,82.40,7.20
11110LANG200023 中高級選讀英文-影視英語聽講,Listening,& Oral Training through Films 	,"賴盈旭 LAI, YING-HSU",30,82.67,7.83
11110LANG200024 中高級選讀英文-職場英語寫作,Writing,for Professional Pursuit 	,"黃佩如 HUANG, PEI-JU",14,78.36,7.85
11110LANG200025 中高級選讀英文-小說選讀,Selected,English Novels 	,"李偉哲 LEE, WEI-CHE",28,85.61,5.47
11110LANG200026 中高級選讀英文-英文篇章寫作,English,Essay Writing 	,"劉文貞 LIU, WEN-CHEN",16,86.75,6.97
11110LANG200027 中高級選讀英文-小說選讀,Selected,English Novels 	,"李偉哲 LEE, WEI-CHE",29,84.79,8.44
11110LANG200031 中高級選讀英文-小說選讀,Selected,English Novels 	,"徐桂平 HSU, KUEI-PING",30,78.50,12.90
11110LANG200032 中高級選讀英文-學術英語聽力,Academic,Listening Training 	,"林嘉瑜 LIN, CHIA-YU",28,82.96,8.50
11110LANG200033 中高級選讀英文-學術論文寫作,Academic,Writing 	,"黃滿庭 HUANG, MAN-TING",16,83.38,6.26
